ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
1846;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZA GRANADA;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1847;MASTIL;1;HIERRO;HOMENAJE A LA BANDERA;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1848;PLACA;1;BRONCE;HJE.A CANDIDO DE LASALA;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1851;PLACA;1;BRONCE;HJE.A BOSQUE AUTOCTONO;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1852;PLACA;1;BRONCE;HOMENAJE A LA BANDERA;;AVDAS RIESTRA Y CRUZ;AVDAS RIESTRA Y CRUZ;RIESTRA AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;RIESTRA AV.;;NUEVA POMPEYA;COMUNA 4;;;-34.644801353926155;-58.42552441174289
1853;PLACA;1;BRONCE;HOMENAJE A LA BANDERA;;AVDAS RIESTRA Y CRUZ;AVDAS RIESTRA Y CRUZ;RIESTRA AV. Y FERNANDEZ DE LA CRUZ, F., GRAL. AV.;RIESTRA AV.;;NUEVA POMPEYA;COMUNA 4;;;-34.644801353926155;-58.42552441174289
1854;PLACA;1;BRONCE;NOMENCLATURA DE PATIO DE JUEGOS;;AV GENERAL PAZ Y PALMAR;AV GENERAL PAZ Y PALMAR;PAZ, GRAL. AV. Y PALMAR;PAZ, GRAL. AV.;;LINIERS;COMUNA 9;;;-34.64387386840987;-58.52881761595619
1855;PLACA;1;BRONCE;HJE.A LA COLECTIVIDAD URUGUAYA;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1856;PLACA;1;BRONCE;HJE. AL CLUB DE LEONES DE BS.AS.;;PZTA TTE GRAL ARANA;PZTA TTE GRAL ARANA;RIVADAVIA AV. Y CORTINA;RIVADAVIA AV.;;VILLA LURO;COMUNA 10;;;-34.63816811573558;-58.50451209233681
1858;PLACA;1;BRONCE;HJE.IV*CENTENARIO FUNDACION BS.AS.;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1859;PLACA;1;BRONCE;PLACA INFORMATIVA;;AV DELLEPIANE Y MONTIEL;AV DELLEPIANE Y MONTIEL;DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL;DELLEPIANE, LUIS, TTE. GRAL.;;VILLA LUGANO;COMUNA 8;;;-34.68453869959151;-58.482673377916306
1860;PLACA;1;BRONCE;PLACA INFORMATIVA;;AV DELLEPIANE Y MONTIEL;AV DELLEPIANE Y MONTIEL;DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL;DELLEPIANE, LUIS, TTE. GRAL.;;VILLA LUGANO;COMUNA 8;;;-34.68453869959151;-58.482673377916306
1861;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A CONSTANCIO C. VIGIL;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1862;REJA;1;HIERRO;MOTIVO DECORATIVO;D.A.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1863;PLACA;1;BRONCE;HJE. DE BOLIVIA A GRL. SIMON BOLIVAR;D.G.M;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1864;PLACA;1;MARMOL;HJE. AL RESERO;;PZTA EL RESERO;PZTA EL RESERO;DE LOS CORRALES AV. 6536;DE LOS CORRALES AV.;6536;MATADEROS;COMUNA 9;1440;C1440BBO;-34.66293656559216;-58.50040368045377
1865;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. DE JAMAICA A LA ARGENTINA;D.G.M;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1866;PLACA;1;MARMOL;HJE. A EZEQUIEL DEMONTY;;AV 27 DE FEBRERO Y AGUSTIN DE VEDIA;AV 27 DE FEBRERO Y AGUSTIN DE VEDIA;27 DE FEBRERO AV. Y VEDIA, AGUSTIN DE;27 DE FEBRERO AV.;;NUEVA POMPEYA;COMUNA 4;;;-34.659363967721525;-58.418138598250906
1867;PLACA;1;MARMOL;HJE. A J.LEZCANO Y E. BLANCO;;AV F FERNANDEZ DE LA CRUZ Y FONR;AV F FERNANDEZ DE LA CRUZ Y FONR;FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y FONROUGE;FERNANDEZ DE LA CRUZ, F., GRAL. AV.;;VILLA LUGANO;COMUNA 8;;;-34.67859031987063;-58.46544491543547
1868;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. SIMON BOLIVAR;D.G.M;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1869;PLACA;1;MARMOL;HJE. AL CURA BROCHERO;;AV DE LOS CORRALES Y TIMOTEO GOR;AV DE LOS CORRALES Y TIMOTEO GOR;DE LOS CORRALES AV. Y GORDILLO, TIMOTEO;DE LOS CORRALES AV.;;MATADEROS;COMUNA 9;;;-34.66314776856505;-58.500974430454676
1870;PLACA;1;BRONCE;HJE. HERMANAS A. DOMON Y L. DUQUET;;PZTA HERMANAS ALICE DOMON Y LEON;PZTA HERMANAS ALICE DOMON Y LEON;MORETO 272;MORETO;272;VELEZ SARSFIELD;COMUNA 10;1407;C1407IYF;-34.639522910992774;-58.49000237555752
1871;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. AL GRL. SIMON BOLIVAR;D.G.M;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1876;PLACA;1;MAMPOSTERIA;HJE.75*ANIVERSARIO REG.I* PATRICIOS;;PARQUE DE LOS PATRICIOS;PARQUE DE LOS PATRICIOS;CASEROS AV. Y MONTEAGUDO;CASEROS AV.;;PARQUE PATRICIOS;COMUNA 4;;;-34.63711738161982;-58.40561079435866
1877;PLACA;1;MARMOL;HJE. A LAS HERMANAS MIRABAL;;C CENTRAL AV AMANCIO ALCORTA E/F;C CENTRAL AV AMANCIO ALCORTA E/F;ALCORTA, AMANCIO AV. Y LOREA, ISIDRO AV.;ALCORTA, AMANCIO AV.;;NUEVA POMPEYA;COMUNA 4;;;-34.6501229152869;-58.405447797141164
1879;PLACA;1;AZULEJOS;HJE. A LEON PANCALDO;;PZTA VUELTA DE ROCHA;PZTA VUELTA DE ROCHA;MAGALLANES 841;MAGALLANES;841;BOCA;COMUNA 4;1166;C1166ACA;-34.63958850186394;-58.362471217339206
1887;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 17;D.G.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1891;PLACA;1;MARMOL;HJE. A ALBERTO CASTILLO;;AVDAS EMILIO CASTRO Y ESCALADA;AVDAS EMILIO CASTRO Y ESCALADA;CASTRO, EMILIO Y ESCALADA AV.;CASTRO, EMILIO;;VILLA LURO;COMUNA 10;;;-34.643403813463436;-58.49713518863184
1893;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE.AL BRIG.GRL.JUAN M. DE ROSAS;D.G.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1894;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZA;D.G.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1895;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. NOCHE DE LOS CRISTALES;D.G.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1896;SURTIDORES (SAPOS);13;BRONCE;MOTIVOS DECORATIVOS;D.G.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1897;PLACA;1;BRONCE;NOMENCLATURA OBRA 105;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1898;PLACA;1;BRONCE;AMISTAD ENTRE JAPON Y ARGENTINA;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1899;PLACA;1;BRONCE;HJE. AL CID CAMPEADOR;;PZTA CID CAMPEADOR;PZTA CID CAMPEADOR;PUEYRREDON, HONORIO, DR. AV. Y GAONA AV.;PUEYRREDON, HONORIO, DR. AV.;;CABALLITO;COMUNA 6;;;-34.607805675241266;-58.4453026197947
1900;PLACA;1;BRONCE;HJE. ING. CESAR M. POLLEDO;;PZTA ING CESAR M POLLEDO;PZTA ING CESAR M POLLEDO;PASEO COLON AV. E INDEPENDENCIA AV.;PASEO COLON AV.;;SAN TELMO;COMUNA 1;;;-34.617000966227586;-58.36868978363986
1901;PLACA;1;BRONCE;HJE. A PIER PAOLO PASOLINI;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1903;PLACA;1;BRONCE;NOMENCLATURA OBRA EL INVIERNO;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1906;PLACA;1;BRONCE;NOMENCLATURA OBRA LA PRIMAVERA;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1907;PLACA;1;BRONCE;NOMENCLATURA OBRA LA VID;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1908;PLACA;1;BRONCE;NOMENCLATURA OBRA MUJER GRIEGA;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1909;PLACA;1;BRONCE;HJE. AL COMANDANTE LUIS J. FONTANA;;PZTA PROVINCIA DE FORMOSA;PZTA PROVINCIA DE FORMOSA;;;;;;;;;
1910;PLACA;1;BRONCE;NOMENCLATURA OBRA PALAS ATENEA;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1911;PLACA;1;BRONCE;NOMENCLATURA PLAZA MONTE CASTRO;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1912;PLACA;1;BRONCE;HJE. A LUCIANO F. MOLINAS;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1913;PLACA;1;BRONCE;CONMEMORACION SEMANA TRAGICA;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1914;PLACA;1;BRONCE;NOMENCLATURA MTO. A JULIO A. ROCA;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1915;PLACA;1;MARMOL;HJE. A FRANCISCO SOLANO LOPEZ;;CANTERO CENTRAL HECTOR OESTERHEL;CANTERO CENTRAL HECTOR OESTERHEL;DE LOS ITALIANOS AV. Y GUEMES, MACACHA;DE LOS ITALIANOS AV.;;PUERTO MADERO;COMUNA 1;;;-34.60463236853455;-58.36154437833391
1916;PLACA;1;BRONCE;HJE. AL CNEL. DORREGO;;PZTA SUIPACHA;PZTA SUIPACHA;VIAMONTE Y SUIPACHA;VIAMONTE;;SAN NICOLAS;COMUNA 1;;;-34.60012814430046;-58.37967424706085
1917;PLACA;1;BRONCE;NOMENCLATURA OBRA TAURUS;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1918;PLACA;1;BRONCE;HJE. AL GOMERO AUSTRALIANO CENT.;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1919;PLACA;1;BRONCE;HJE. JUAN PABLO II;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1920;PLACA;1;BRONCE;HJE. A EMILIO MITRE;D.G.O.P.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1921;PLACA;1;BRONCE;NOMENCLATURA PLAZA MARTIN DE ALZAGA;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1922;PLACA;1;BRONCE;NOMENCLATURA BUSTO E.S.DISCEPOLO;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1923;PLACA;1;BRONCE;NOMENCLATURA MTO.GAUCHO ARGENTINO;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1924;PLACA;1;MARMOL;HJE. A ARTURO TOSCANINI;;CERRITO Y VIAMONTE;CERRITO Y VIAMONTE;CERRITO Y VIAMONTE;CERRITO;;SAN NICOLAS;COMUNA 1;;;-34.60032044023105;-58.38243858776239
1925;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 107;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1926;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA EL HOMBRE Y SUS PASIONES;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1928;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA DE PLAZA;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1929;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRA 38;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1930;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;HJE. A ITALIA;D.O.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1931;PLACA;1;BRONCE;NOMENCLATURA OBRA 102;D.O.M. Y M.O.A.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1932;PLACA Y MONOLITO;1;BRONCE Y MAMPOSTERIA;NOMENCLATURA OBRAS 164/5;D.O.M. Y M.O.A.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1933;PLACA;1;BRONCE;NOMENCLATURA LIBRES DEL SUR;E.A.I.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1934;PLACA;1;MARMOL RECONSTITUIDO;HJE. A SANTIAGO DE LINIERS;;PZTA SAN NICOLAS;PZTA SAN NICOLAS;CORRIENTES AV. Y RECONQUISTA;CORRIENTES AV.;;SAN NICOLAS;COMUNA 1;;;-34.60314262059019;-58.37246811324592
1935;PLACA;1;MARMOL;HJE. AL DR. LISANDRO DE LA TORRE;;AV DIAGONAL NORTE E/PERON Y ESMER;AV DIAGONAL NORTE E/PERON Y ESMER;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV. Y PERON, JUAN DOMINGO, TTE. GENERAL;SAENZ PEÑA, ROQUE, PRES. DIAGONAL NORTE AV.;;SAN NICOLAS;COMUNA 1;;;-34.60588526112397;-58.37751513544871
1937;PLACA;1;MARMOL;HJE.CNEL.ALVAREZ DE ARENALES Y CNEL.WAR;;AV RIVADAVIA Y RECONQUISTA;AV RIVADAVIA Y RECONQUISTA;RIVADAVIA AV. Y RECONQUISTA;RIVADAVIA AV.;;SAN NICOLAS;COMUNA 1;;;-34.607924501142776;-58.37218538814554
1939;PLACA;1;BRONCE;HJE.A JUAN BAUTISTA ALBERDI;E.A.I.M.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1940;MONUMENTO;1;GRANITO Y BRONCE;JUAN JOSE CASTELLI;EBERLEIN, GUSTAVO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1941;PLACA;1;BRONCE;HJE.A FEDERICO CHOPIN;FERRARI, PEDRO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1942;PLACA;1;CERAMICA;HJE. A OSVALDO PUGLIESE;;AV CORRIENTES Y L M DRAGO;AV CORRIENTES Y L M DRAGO;DRAGO, LUIS MARIA 438;DRAGO, LUIS MARIA;438;VILLA CRESPO;COMUNA 15;1414;C1414AIJ;-34.600399194289324;-58.438347509618325
1943;PLACA;1;BRONCE;HJE. SR. J.ROCCATAGLIATA COSTA;;HOSPITAL DR PEDRO LAGLEYZE;HOSPITAL DR PEDRO LAGLEYZE;JUSTO, JUAN B. AV. Y FRAGATA PRES. SARMIENTO;JUSTO, JUAN B. AV.;;CABALLITO;COMUNA 6;;;-34.605205142303326;-58.459513958942104
1945;BUSTO;1;CEMENTO PATINADO;ARISTOBULO DEL VALLE;GURRIERI, BLAS SALVADOR;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1947;PLACA;1;BRONCE;HJE. AL 150° ANIV.DE INDEPENDENCIA;;BIBLIOTECA EL PROGRESO;BIBLIOTECA EL PROGRESO;RIESTRA AV. 5655;RIESTRA AV.;5655;VILLA LUGANO;COMUNA 8;1439;C1439BYH;-34.67680478758708;-58.474957215678586
1948;PLACA;1;BRONCE;HJE. AL 150° ANIV.DE INDEPENDENCIA;;BIBLIOTECA EL PROGRESO;BIBLIOTECA EL PROGRESO;RIESTRA AV. 5655;RIESTRA AV.;5655;VILLA LUGANO;COMUNA 8;1439;C1439BYH;-34.67680478758708;-58.474957215678586
1949;BUSTO;1;BRONCE;PABLO NERUDA;LAS HERAS, EDUARDO;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1952;PLACA;1;ACRILICO;HJE. MASTIL DE LA PAZ;;PZTA TTE GRAL ARANA;PZTA TTE GRAL ARANA;RIVADAVIA AV. E IRIGOYEN;RIVADAVIA AV.;;VILLA LURO;COMUNA 10;;;-34.638080561716144;-58.503936347943295
1953;PLACA;1;ACRILICO;HJE. CONFIRMACION DE PAZ Y AL DR. LAMAS;;PZTA TTE GRAL ARANA;PZTA TTE GRAL ARANA;RIVADAVIA AV. E IRIGOYEN;RIVADAVIA AV.;;VILLA LURO;COMUNA 10;;;-34.638080561716144;-58.503936347943295
1955;PLACA;1;BRONCE;HJE. LA MADRE MARINERA;;PEDRO DE MENDOZA Y OLAVARRIA;PEDRO DE MENDOZA Y ALGARROBO;;;;;;;;;
1960;PLACA;1;ACRILICO;HJE. DEL CENTRO CULTURAL VARSOVIA;;PARQUE DEL CENTENARIO;PARQUE DEL CENTENARIO;GALLARDO, ANGEL AV. Y RIO DE JANEIRO;GALLARDO, ANGEL AV.;;VILLA CRESPO;COMUNA 15;;;-34.60266946756511;-58.43333704541429
1961;FUENTE CIRCULAR;1;FIBROCEMENTO;MOTIVO DECORATIVO;M.O.A.;DEL LIBARTADOR AV 3101;DEL LIBARTADOR AV 3101;DEL LIBERTADOR AV. 3101;DEL LIBERTADOR AV.;3101;PALERMO;COMUNA 14;1425;C1425ABE;-34.57642343306996;-58.41177107651361
1962;PLACA;1;MARMOL;HJE. A CARLOS GARDEL;;PASAJE CARLOS GARDEL Y M DE ANCHORENA;PASAJE CARLOS GARDEL Y M DE ANCHORENA;GARDEL, CARLOS Y ANCHORENA, TOMAS MANUEL DE, DR.;GARDEL, CARLOS;;BALVANERA;COMUNA 3;;;-34.60326612584128;-58.410063984167124
1963;PLACA;1;MARMOL;HJE. A ANIBAL ICHUCO TROILO;;PASEO DEL TANGO;PASEO DEL TANGO;GARDEL, CARLOS Y ANCHORENA, TOMAS MANUEL DE, DR.;GARDEL, CARLOS;;BALVANERA;COMUNA 3;;;-34.60326612584128;-58.410063984167124
1964;PLACA;1;BRONCE;HJE. A LEOPOLDO MARECHAL;;AV RIVADAVIA 2431;AV RIVADAVIA 2431;RIVADAVIA AV. 2431;RIVADAVIA AV.;2431;BALVANERA;COMUNA 3;1034;C1034ACD;-34.60975000781567;-58.400840275815824
1965;PLACA;1;BRONCE;HJE. AL DR. JUAN B. JUSTO;;AV HIPOLITO YRIGOYEN 1640;AV HIPOLITO YRIGOYEN 1640;YRIGOYEN, HIPOLITO AV. 1640;YRIGOYEN, HIPOLITO AV.;1640;MONSERRAT;COMUNA 1;1089;C1089AAF;-34.610166704440424;-58.389678229102444
